Sport,Year,Rank,Team,5-Star,4-Star,3-Star,Total Commits,Avg Rating,Avg NIL,Score
Football,2022,159,Kennesaw State,0,0,0,4,80,-,69.959
Football,2022,160,Cal Poly,0,0,0,4,80,-,69.959
Football,2022,161,Central Washington,0,0,0,4,80,-,69.959
Football,2022,162,UT Martin,0,0,1,3,82.08,-,69.905
Football,2022,163,Austin Peay,0,0,1,4,79.88,$15.5K,69.834
Football,2022,164,Abilene Christian,0,0,2,3,81.6,$10.9K,69.422
Football,2022,165,Grand Valley State,0,0,1,3,81.54,$11.1K,69.363
Football,2022,166,Florida A&M,0,0,1,3,80.79,-,68.613
Football,2022,167,James Madison,0,0,1,3,80.33,$19.9K,68.151
Football,2022,168,Lehigh,0,0,1,3,80.25,-,68.072
Football,2022,169,Youngstown State,0,0,0,3,80,-,67.822
Football,2022,170,Western Oregon,0,0,0,3,80,-,67.822
Football,2022,171,Houston Christian,0,0,0,3,80,-,67.822
Football,2022,172,Sacramento State,0,0,0,3,80,-,67.822
Football,2022,173,Northern Colorado,0,0,0,3,80,-,67.822
Football,2022,174,Lafayette,0,0,0,3,80,-,67.822
Football,2022,175,Elon,0,0,1,3,80,-,67.822
Football,2022,176,Cornell,0,0,0,3,80,-,67.822
Football,2022,177,Mercer,0,0,0,3,80,-,67.822
Football,2022,178,Southern University,0,0,0,3,80,-,67.822
Football,2022,179,Saginaw Valley State,0,0,0,3,80,-,67.822
Football,2022,180,Morgan State,0,0,0,3,80,-,67.822
Football,2022,181,South Dakota State,0,0,0,3,80,-,67.822
Football,2022,182,Gardner-Webb,0,0,0,3,80,-,67.822
Football,2022,183,Ferris State,0,0,0,3,80,-,67.822
Football,2022,184,Georgetown,0,0,0,3,80,$18.1K,67.822
Football,2022,185,Chattanooga,0,0,1,3,79.96,$5.5K,67.784
Football,2022,-,Eastern Kentucky,0,0,1,2,84.5,$12.8K,69.717
Football,2022,-,Iowa Wesleyan,0,0,1,2,81.31,-,66.53
Football,2022,-,East Texas A&M Commerce,0,0,1,2,81.19,-,66.405
Football,2022,-,Western Illinois,0,0,2,2,80.74,-,65.955
Football,2022,-,Richmond,0,0,1,2,80.19,-,65.409
Football,2022,-,Wofford,0,0,0,2,80,-,65.217
Football,2022,-,Wingate,0,0,0,2,80,-,65.217
Football,2022,-,Presbyterian,0,0,0,2,80,-,65.217
Football,2022,-,Incarnate Word,0,0,0,2,80,-,65.217
Football,2022,-,Pittsburg State,0,0,0,2,80,-,65.217
Football,2022,-,Howard,0,0,0,2,80,-,65.217
Football,2022,-,Northwest Missouri State,0,0,0,2,80,$11.4K,65.217
Football,2022,-,Eastern Illinois,0,0,0,2,80,-,65.217
Football,2022,-,Slippery Rock,0,0,0,2,80,-,65.217
Football,2022,-,Montana,0,0,0,2,80,$18.7K,65.217
Football,2022,-,Fort Valley State,0,0,0,2,80,-,65.217
Football,2022,-,Bucknell,0,0,0,2,80,$5.2K,65.217
Football,2022,-,Valparaiso,0,0,0,2,80,-,65.217
Football,2022,-,College of Idaho,0,0,0,2,80,-,65.217
Football,2022,-,Columbia,0,0,0,2,80,-,65.217
Football,2022,-,Tennessee State,0,0,0,2,80,$11.5K,65.217
Football,2022,-,Southeast Missouri State,0,0,0,2,80,-,65.217
Football,2022,-,Murray State,0,0,1,1,84,$12.5K,65.821
Football,2022,-,Harding University,0,0,1,1,81.75,$13.3K,63.571
Football,2022,-,Missouri State University,0,0,1,1,81.75,-,63.571
Football,2022,-,UC Davis,0,0,1,1,81.06,-,62.882
Football,2022,-,North Carolina Central,0,0,1,1,80.5,-,62.321
Football,2022,-,Providence,0,0,0,1,80,-,61.821
Football,2022,-,Stony Brook,0,0,0,1,80,-,61.821
Football,2022,-,Northwestern State,0,0,0,1,80,-,61.821
Football,2022,-,Northwood University,0,0,0,1,80,-,61.821
Football,2022,-,North Dakota,0,0,0,1,80,-,61.821
Football,2022,-,Limestone University,0,0,0,1,80,-,61.821
Football,2022,-,Lake Erie College,0,0,0,1,80,-,61.821
Football,2022,-,Lane College,0,0,0,1,80,-,61.821
Football,2022,-,Duquesne,0,0,0,1,80,-,61.821
Football,2022,-,Dayton,0,0,0,1,80,-,61.821
Football,2022,-,Davenport,0,0,0,1,80,-,61.821
Football,2022,-,Dickinson State University,0,0,0,1,80,-,61.821
Football,2022,-,Eastern Oregon University,0,0,0,1,80,-,61.821
Football,2022,-,Utah Tech,0,0,0,1,80,-,61.821
Football,2022,-,Delaware,0,0,0,1,80,$601K,61.821
Football,2022,-,Millersville,0,0,0,1,80,-,61.821
Football,2022,-,Savannah State,0,0,0,1,80,-,61.821
Football,2022,-,Maine,0,0,0,1,80,-,61.821
Football,2022,-,Tarleton State,0,0,0,1,80,-,61.821
Football,2022,-,Western New Mexico,0,0,0,1,80,-,61.821
Football,2022,-,Alcorn State,0,0,0,1,80,-,61.821
Football,2022,-,Angelo State,0,0,0,1,80,-,61.821
Football,2022,-,Ashland University,0,0,0,1,80,-,61.821
Football,2022,-,Amherst College,0,0,0,1,80,-,61.821
Football,2022,-,American International,0,0,0,1,80,-,61.821
Football,2022,-,Arkansas-Pine Bluff,0,0,0,1,80,-,61.821
Football,2022,-,Arkansas-Monticello,0,0,0,1,80,-,61.821
Football,2022,-,Arizona Christian,0,0,0,1,80,-,61.821
Football,2022,-,William & Mary,0,0,0,1,80,-,61.821
Football,2022,-,Rhode Island,0,0,1,1,80,-,61.821
Football,2022,-,William Jewell College,0,0,0,1,80,-,61.821
Football,2022,-,Robert Morris,0,0,0,1,80,-,61.821
Football,2022,-,IUP,0,0,0,1,80,-,61.821
Football,2022,-,Johns Hopkins,0,0,0,1,80,-,61.821
Football,2022,-,Pacific Lutheran,0,0,0,1,80,-,61.821
Football,2022,-,Holy Cross,0,0,0,1,80,-,61.821
Football,2022,-,Rocky Mountain College,0,0,0,1,80,-,61.821
Football,2022,-,Indiana State,0,0,0,1,80,-,61.821
Football,2022,-,Villanova,0,0,0,1,80,-,61.821
Football,2022,-,Southeastern University,0,0,0,1,80,-,61.821
Football,2022,-,Morningside University,0,0,0,1,80,-,61.821
Football,2022,-,University of Manitoba,0,0,0,1,80,-,61.821
Football,2022,-,Central Missouri State,0,0,0,1,80,-,61.821
Football,2022,-,Concordia University,0,0,0,1,80,-,61.821
Football,2022,-,Colgate,0,0,0,1,80,$10.4K,61.821
Football,2022,-,Towson,0,0,0,1,80,-,61.821
Football,2022,-,Texas A&M-Kingsville,0,0,0,1,80,-,61.821
Football,2022,-,Texas Southern,0,0,0,1,80,-,61.821
Football,2022,-,Bethune-Cookman,0,0,0,1,80,-,61.821
Football,2022,-,Virginia Military Institute,0,0,0,1,80,$6.5K,61.821
Football,2022,-,Valdosta State,0,0,0,1,80,-,61.821
Football,2022,-,West Alabama,0,0,0,1,80,-,61.821
Football,2022,-,West Chester,0,0,0,1,80,-,61.821
Football,2022,-,Southwest Minnesota State,0,0,0,1,80,-,61.821
Football,2022,-,California (PA),0,0,0,1,80,-,61.821
Football,2022,-,Fairmont State,0,0,0,1,80,-,61.821
Football,2022,-,Glenville State,0,0,0,1,80,$10.3K,61.821
Football,2022,-,George Fox,0,0,0,1,80,-,61.821
Football,2022,-,Fordham,0,0,0,1,80,-,61.821
Football,2022,-,Fort Hays State,0,0,0,1,80,-,61.821
Football,2022,-,Furman,0,0,0,1,80,-,61.821
Football,2022,-,New Haven,0,0,0,1,80,-,61.821
Football,2022,-,New Hampshire,0,0,0,1,80,-,61.821
Football,2022,-,Monmouth,0,0,0,1,80,-,61.821
Football,2022,-,South Carolina State,0,0,0,1,80,-,61.821
Football,2022,-,Newberry,0,0,0,1,80,-,61.821
Football,2022,-,North Alabama,0,0,0,1,80,-,61.821
Football,2022,-,Southern Oregon University,0,0,0,1,80,-,61.821
Football,2021,1,Alabama,5,20,2,27,93.95,$38K,96.45
Football,2021,2,Ohio State,7,13,3,23,93.66,$22K,95.959
Football,2021,3,Georgia,3,14,3,20,92.66,$94K,93.82
Football,2021,4,LSU,1,19,2,22,92.07,$41K,93.682
Football,2021,5,Clemson,3,15,1,19,92.89,$28K,93.638
Football,2021,6,Oregon,2,16,5,23,91.05,$25K,92.771
Football,2021,7,Oklahoma,2,12,1,15,92.65,$31K,92.464
Football,2021,8,Texas A&M,1,17,5,23,90.76,$20K,92.198
Football,2021,9,USC,1,13,8,22,90.24,$50K,91.627
Football,2021,10,Miami,2,13,7,22,89.19,$26K,90.859
Football,2021,11,North Carolina,1,14,5,20,89.59,$27K,90.824
Football,2021,12,Notre Dame,0,13,14,27,88.29,$58K,90.748
Football,2021,13,Florida,1,10,11,22,89.02,$33K,90.392
Football,2021,14,Texas,1,11,10,22,88.19,$37K,89.677
Football,2021,15,Michigan,0,11,11,22,87.91,$93K,89.292
Football,2021,16,Wisconsin,1,8,12,21,87.59,$26K,88.613
Football,2021,17,Ole Miss,0,9,15,25,86.45,$46K,88.295
Football,2021,18,Penn State,0,7,9,17,87.69,$31K,87.694
Football,2021,19,Auburn,0,8,9,19,86.63,$18.4K,87.408
Football,2021,20,Iowa,0,6,12,19,86.64,$26K,87.356
Football,2021,21,Florida State,0,5,12,18,86.7,$19.1K,87.095
Football,2021,22,Nebraska,0,6,14,20,86.25,$21K,86.829
Football,2021,23,Tennessee,0,5,11,16,86.82,$34K,86.771
Football,2021,24,Arkansas,0,4,18,26,84.92,$25K,86.712
Football,2021,25,Maryland,0,5,19,25,84.88,$15.8K,86.619
Football,2021,26,Missouri,0,4,15,21,85.36,$24K,86.346
Football,2021,27,Kentucky,0,3,15,18,85.92,$24K,86.304
Football,2021,28,California,0,5,14,20,85.49,$18.5K,86.278
Football,2021,29,Oklahoma State,0,5,16,21,85.31,$17.8K,86.145
Football,2021,30,UCLA,0,7,10,18,85.77,$40K,86.111
Football,2021,31,Minnesota,0,2,15,17,85.97,$19.6K,85.965
Football,2021,32,Mississippi State,0,5,17,23,84.73,$21K,85.935
Football,2021,33,Arizona State,0,5,8,13,86.36,$17.6K,85.612
Football,2021,34,NC State,0,6,12,21,84.43,$15.9K,85.604
Football,2021,35,Baylor,0,5,12,17,85.45,$26K,85.447
Football,2021,36,Utah,0,2,14,17,85.39,$21K,85.393
Football,2021,37,West Virginia,0,3,13,17,85.33,$36K,85.325
Football,2021,38,Rutgers,0,3,18,22,84.16,$38K,85.321
Football,2021,39,Washington,1,3,11,17,85.28,$22K,85.282
Football,2021,40,Pittsburgh,0,3,17,21,84.55,$15.5K,85.277
Football,2021,41,TCU,0,3,10,15,85.45,$18.2K,85.265
Football,2021,42,Virginia,0,1,23,24,84.35,$18.3K,85.24
Football,2021,43,Georgia Tech,0,3,13,16,85.19,$18.3K,85.144
Football,2021,44,Louisville,0,3,18,28,83.42,$23K,85.08
Football,2021,45,Stanford,0,4,13,17,84.93,$11.4K,84.927
Football,2021,46,Northwestern,0,1,15,16,84.88,$80K,84.837
Football,2021,47,Indiana,0,2,12,15,85.01,$16K,84.83
Football,2021,48,Boston College,0,3,22,25,83.53,$16.4K,84.673
Football,2021,49,Virginia Tech,0,1,25,28,83.04,$24K,84.295
Football,2021,50,Michigan State,0,1,17,18,83.86,$47K,84.165
Football,2021,51,Cincinnati,0,0,24,24,83.26,$15.8K,84.019
Football,2021,52,Iowa State,0,1,17,18,83.48,$15.3K,83.737
Football,2021,53,SMU,0,1,16,17,83.71,$13.8K,83.712
Football,2021,54,Kansas State,0,1,16,20,83.14,$22K,83.688
Football,2021,55,Duke,0,0,18,18,83.54,$15.9K,83.686
Football,2021,56,Vanderbilt,0,1,22,23,82.99,$37K,83.599
Football,2021,57,Memphis,0,0,24,25,82.66,$15.3K,83.501
Football,2021,58,UCF,0,0,17,18,82.93,$21K,83.098
Football,2021,59,Syracuse,0,1,19,20,82.66,$19.3K,83.015
Football,2021,60,Texas Tech,0,1,10,11,84.67,$15.3K,82.907
Football,2021,61,USF,0,1,20,21,82.38,$9.4K,82.828
Football,2021,62,Houston,0,1,12,15,82.99,$26K,82.808
Football,2021,63,Purdue,0,0,13,16,82.61,$21K,82.566
Football,2021,64,Boise State,0,0,16,20,82.17,$11.4K,82.549
Football,2021,65,Kansas,0,1,18,20,82.27,$65K,82.528
Football,2021,66,San Diego State,0,0,24,26,81.56,$55K,82.423
Football,2021,67,Colorado,0,0,16,19,81.97,$22K,82.254
Football,2021,68,Wake Forest,0,0,19,20,81.67,$14.9K,82.143
Football,2021,69,BYU,0,1,15,16,82.18,$402K,82.135
Football,2021,70,Illinois,0,0,16,18,82.01,$16.1K,82.125
Football,2021,71,Washington State,0,0,16,19,81.83,$14.1K,82.082
Football,2021,72,UNLV,0,0,20,21,81.63,$7.2K,82.011
Football,2021,73,Louisiana,0,0,16,21,81.58,$17.7K,82.001
Football,2021,74,South Carolina,0,0,10,11,83.67,$23K,81.905
Football,2021,75,Arizona,0,0,19,19,81.63,$17.8K,81.899
Football,2021,76,UTSA,0,0,18,21,81.41,$17.9K,81.851
Football,2021,77,Toledo,0,0,23,24,80.9,$10.4K,81.759
Football,2021,78,Tulane,0,0,17,17,81.75,$7.4K,81.751
Football,2021,79,Fresno State,0,0,17,23,81.26,$16K,81.724
Football,2021,80,Oregon State,0,0,10,12,82.89,$39K,81.694
Football,2021,81,Appalachian State,0,0,22,22,81.16,$9K,81.647
Football,2021,82,North Texas,0,0,19,20,81.25,$15.6K,81.517
Football,2021,83,FIU,0,0,14,19,81.21,$9.4K,81.485
Football,2021,84,East Carolina,0,0,14,14,81.8,-,81.379
Football,2021,85,Florida Atlantic,0,0,18,20,81.04,-,81.255
Football,2021,86,Coastal Carolina,0,0,16,19,80.84,$17.2K,81.088
Football,2021,87,Jackson State,0,1,1,19,80.86,$22K,80.965
Football,2021,88,Buffalo,0,0,16,22,80.56,$14.8K,80.912
Football,2021,89,Ohio,0,0,16,19,80.48,$9.4K,80.825
Football,2021,90,Arkansas State,0,0,13,18,80.7,$14.5K,80.803
Football,2021,91,Western Michigan,0,0,19,21,80.48,$8.9K,80.793
Football,2021,92,Louisiana-Monroe,0,0,14,19,80.54,$22K,80.732
Football,2021,93,Nevada,0,0,20,20,80.47,$16K,80.701
Football,2021,94,Rice,0,0,18,19,80.41,$230K,80.681
Football,2021,95,Central Michigan,0,0,22,25,80.1,-,80.652
Football,2021,96,Colorado State,0,0,20,21,80.41,$9K,80.644
Football,2021,97,Eastern Michigan,0,0,13,22,80.22,$13.5K,80.642
Football,2021,98,Troy,0,0,15,15,80.72,-,80.54
Football,2021,99,Miami (OH),0,0,22,22,79.99,$21K,80.518
Football,2021,100,Ball State,0,0,20,23,79.81,$16.6K,80.474
Football,2021,101,Georgia Southern,0,0,17,22,79.97,$11.1K,80.455
Football,2021,102,Northern Illinois,0,0,25,28,79.83,$8.9K,80.439
Football,2021,103,New Mexico,0,0,21,24,80.05,$12.2K,80.417
Football,2021,104,Charlotte,0,0,15,19,80.15,$26K,80.352
Football,2021,105,Middle Tennessee State,0,0,6,14,80.76,$7.4K,80.34
Football,2021,106,Air Force,0,0,6,56,80.09,$15.1K,80.319
Football,2021,107,UAB,0,0,9,17,80.32,$7.3K,80.318
Football,2021,108,Georgia State,0,0,12,15,80.5,$11.5K,80.316
Football,2021,109,Navy,0,0,4,33,80.15,$183K,80.285
Football,2021,110,Old Dominion,0,0,16,18,80.04,-,80.156
Football,2021,111,Hawaii,0,0,10,13,80.83,$23K,80.076
Football,2021,112,Liberty,0,0,13,13,80.77,$11.2K,80.021
Football,2021,113,Army,0,0,1,61,79.98,$63K,80
Football,2021,114,Yale,0,0,0,19,80,-,80
Football,2021,115,Princeton,0,0,0,17,80,$11.4K,80
Football,2021,116,Howard,0,0,0,21,80,$7.2K,80
Football,2021,117,Eastern Washington,0,0,0,18,80,-,80
Football,2021,118,San Diego,0,0,0,19,80,$35K,80
Football,2021,119,Southern Utah,0,0,0,19,80,$7.8K,80
Football,2021,120,Bowling Green,0,0,19,21,79.61,-,79.958
Football,2021,121,Wyoming,0,0,18,19,79.79,$22K,79.932
Football,2021,122,Massachusetts,0,0,3,18,79.82,$6.5K,79.897
Football,2021,123,Temple,0,0,12,13,80.62,$13K,79.867
Football,2021,124,Idaho,0,0,0,15,80,-,79.818
Football,2021,125,Tulsa,0,0,6,12,80.93,$13K,79.734
Football,2021,126,Austin Peay,0,0,1,14,80.12,$14K,79.702
Football,2021,127,Kent State,0,0,13,17,79.65,$9.4K,79.652
Football,2021,128,Connecticut,0,0,6,14,80.03,$186K,79.614
Football,2021,129,Western Oregon,0,0,0,14,80,-,79.584
Football,2021,130,Illinois State,0,0,0,14,80,$5.7K,79.584
Football,2021,131,Grand Valley State,0,0,0,14,80,$9.8K,79.584
Football,2021,132,Marshall,0,0,11,11,81.04,$16.7K,79.276
Football,2021,133,San Jose State,0,0,11,12,80.45,$17.4K,79.254
Football,2021,134,Northern Arizona,0,0,0,13,80,-,79.247
Football,2021,135,Lamar,0,0,0,13,80,$15K,79.247
Football,2021,136,Sam Houston State,0,0,0,13,80,-,79.247
Football,2021,137,Akron,0,0,14,18,79.14,-,79.236
Football,2021,138,Southern Miss,0,0,8,11,81,$21K,79.236
Football,2021,139,Louisiana Tech,0,0,8,10,81.5,$7.9K,79.051
Football,2021,140,South Alabama,0,0,11,11,80.45,$5.5K,78.694
Football,2021,141,New Mexico State,0,0,5,11,80.1,$5.3K,78.34
Football,2021,142,Incarnate Word,0,0,0,11,80,$15.2K,78.24
Football,2021,143,Harvard,0,0,0,11,80,-,78.24
Football,2021,144,Montana State,0,0,0,11,80,$6.3K,78.24
Football,2021,145,Pennsylvania,0,0,0,10,80,-,77.553
Football,2021,146,Stephen F. Austin,0,0,0,10,80,-,77.553
Football,2021,147,Georgetown,0,0,0,10,80,-,77.553
Football,2021,148,Cal Poly,0,0,0,10,80,-,77.553
Football,2021,149,Columbia,0,0,0,10,80,-,77.553
Football,2021,150,North Dakota State,0,0,1,9,80.19,-,76.926
Football,2021,151,Northern Iowa,0,0,0,9,80,-,76.731
Football,2021,152,Central Washington,0,0,0,9,80,-,76.731
Football,2021,153,Central Arkansas,0,0,0,9,80,-,76.731
Football,2021,154,UTEP,0,0,5,9,79.64,$13.3K,76.369
Football,2021,155,Holy Cross,0,0,0,8,80,$10.3K,75.761
Football,2021,156,Sacramento State,0,0,0,8,80,-,75.761
Football,2021,157,North Carolina A&T,0,0,0,8,80,$12.9K,75.761
Football,2021,158,Kennesaw State,0,0,0,8,80,-,75.761
Football,2021,159,Utah State,0,0,5,7,81.01,$5.8K,75.637
Football,2021,160,James Madison,0,0,0,7,80,-,74.625
Football,2021,161,Dartmouth,0,0,0,7,80,-,74.625
Football,2021,162,Weber State,0,0,0,7,80,-,74.625
Football,2021,163,UC Davis,0,0,0,7,80,-,74.625
Football,2021,164,Abilene Christian,0,0,0,6,80,-,73.302
Football,2021,165,Cornell,0,0,0,6,80,$11.5K,73.302
Football,2021,166,South Dakota,0,0,0,6,80,-,73.302
Football,2021,167,Montana Tech,0,0,0,6,80,-,73.302
Football,2021,168,Missouri State University,0,0,0,6,80,$10.9K,73.302
Football,2021,169,Western Kentucky,0,1,1,4,82.24,$12.7K,72.199
Football,2021,170,Rhode Island,0,0,0,5,80,-,71.762
Football,2021,171,Eastern Illinois,0,0,0,5,80,-,71.762
Football,2021,172,Utah Tech,0,0,0,5,80,-,71.762
Football,2021,173,Morgan State,0,0,0,5,80,-,71.762
Football,2021,174,South Dakota State,0,0,0,5,80,-,71.762
Football,2021,175,Montana,0,0,0,5,80,-,71.762
Football,2021,176,Gardner-Webb,0,0,0,5,80,-,71.762
Football,2021,177,Campbell,0,0,0,5,80,-,71.762
Football,2021,178,Texas Southern,0,0,0,5,80,$21K,71.762
Football,2021,179,Tennessee Tech,0,0,0,5,80,-,71.762
Football,2021,180,Colorado School of Mines,0,0,0,5,80,$15.1K,71.762
Football,2021,181,Texas State,0,0,1,5,79.94,$5.7K,71.701
Football,2021,182,Wofford,0,0,0,4,80,$20K,69.959
Football,2021,183,Houston Christian,0,0,0,4,80,-,69.959
Football,2021,184,Idaho State,0,0,0,4,80,$23K,69.959
Football,2021,185,Indiana State,0,0,0,4,80,-,69.959
Football,2021,186,North Dakota,0,0,0,4,80,-,69.959
Football,2021,187,Drake,0,0,0,4,80,-,69.959
Football,2021,188,Eastern Kentucky,0,0,0,4,80,-,69.959
Football,2021,189,McNeese State,0,0,0,4,80,-,69.959
Football,2021,190,Southern Illinois,0,0,0,4,80,-,69.959
Football,2021,191,Ferris State,0,0,0,4,80,-,69.959
Football,2021,192,Brown,0,0,0,4,80,-,69.959
Football,2021,193,The Citadel,0,0,0,4,80,-,69.959
Football,2021,194,Chattanooga,0,0,0,4,80,-,69.959
Football,2021,195,Alcorn State,0,0,0,3,80,-,67.822
Football,2021,196,Western Carolina,0,0,0,3,80,-,67.822
Football,2021,197,William & Mary,0,0,0,3,80,-,67.822
Football,2021,198,Prairie View A&M,0,0,0,3,80,-,67.822
Football,2021,199,Northern Colorado,0,0,0,3,80,-,67.822
Football,2021,200,Lafayette,0,0,0,3,80,-,67.822
Football,2021,201,Long Island,0,0,0,3,80,-,67.822
Football,2021,202,Duquesne,0,0,0,3,80,-,67.822
Football,2021,203,Elon,0,0,0,3,80,-,67.822
Football,2021,204,Delaware,0,0,0,3,80,-,67.822
Football,2021,205,Samford,0,0,0,3,80,-,67.822
Football,2021,206,Merrimack,0,0,0,3,80,-,67.822
Football,2021,207,Saginaw Valley State,0,0,0,3,80,-,67.822
Football,2021,208,Minot State,0,0,0,3,80,-,67.822
Football,2021,209,Mississippi Valley State,0,0,0,3,80,-,67.822
Football,2021,210,Grambling State,0,0,0,3,80,-,67.822
Football,2021,211,Furman,0,0,0,3,80,-,67.822
Football,2021,212,Fordham,0,0,0,3,80,-,67.822
Football,2021,213,Florida A&M,0,0,0,3,80,-,67.822
Football,2021,214,Bucknell,0,0,0,3,80,-,67.822
Football,2021,215,Villanova,0,0,0,3,80,-,67.822
Football,2021,216,Valparaiso,0,0,0,3,80,-,67.822
Football,2021,217,Colgate,0,0,0,3,80,-,67.822
Football,2021,218,Tennessee State,0,0,0,3,80,-,67.822
Football,2021,-,Colorado State Pueblo,0,0,0,2,80,-,65.217
Football,2021,-,College of Idaho,0,0,0,2,80,-,65.217
Football,2021,-,Towson,0,0,0,2,80,-,65.217
Football,2021,-,Charleston Southern,0,0,0,2,80,$10.7K,65.217
Football,2021,-,UT Martin,0,0,0,2,80,-,65.217
Football,2021,-,North Alabama,0,0,0,2,80,-,65.217
Football,2021,-,Sacred Heart,0,0,0,2,80,-,65.217
Football,2021,-,Pittsburg State,0,0,0,2,80,-,65.217
Football,2021,-,Marist,0,0,0,2,80,-,65.217
Football,2021,-,Maine,0,0,0,2,80,-,65.217
Football,2021,-,Mercer,0,0,0,2,80,-,65.217
Football,2021,-,Portland State,0,0,0,2,80,-,65.217
Football,2021,-,Richmond,0,0,0,2,80,-,65.217
Football,2021,-,Western New Mexico,0,0,0,2,80,-,65.217
Football,2021,-,Whitworth,0,0,0,2,80,-,65.217
Football,2021,-,Youngstown State,0,0,0,2,80,-,65.217
Football,2021,-,Arizona Christian,0,0,0,2,80,-,65.217
Football,2021,-,Arkansas-Pine Bluff,0,0,0,2,80,-,65.217
Football,2021,-,Albany,0,0,0,2,80,-,65.217
Football,2021,-,Alabama A&M,0,0,0,2,80,-,65.217
Football,2021,-,East Tennessee State,0,0,0,2,80,-,65.217
Football,2021,-,Henderson State,0,0,0,1,80,-,61.821
Football,2021,-,Hillsdale College,0,0,0,1,80,-,61.821
Football,2021,-,Presbyterian,0,0,0,1,80,-,61.821
Football,2021,-,Jacksonville State,0,0,0,1,80,-,61.821
Football,2021,-,Robert Morris,0,0,0,1,80,-,61.821
Football,2021,-,Western Colorado,0,0,0,1,80,-,61.821
Football,2021,-,Western Illinois,0,0,0,1,80,-,61.821
Football,2021,-,Wingate,0,0,0,1,80,-,61.821
Football,2021,-,Arkansas-Monticello,0,0,0,1,80,-,61.821
Football,2021,-,Azusa Pacific,0,0,0,1,80,-,61.821
Football,2021,-,Augustana,0,0,0,1,80,-,61.821
Football,2021,-,Wayne State,0,0,0,1,80,-,61.821
Football,2021,-,Nicholls State,0,0,0,1,80,-,61.821
Football,2021,-,Southeastern Louisiana,0,0,0,1,80,-,61.821
Football,2021,-,Newberry,0,0,0,1,80,-,61.821
Football,2021,-,New Mexico Highlands,0,0,0,1,80,-,61.821
Football,2021,-,Morehead State,0,0,0,1,80,-,61.821
Football,2021,-,Southeast Missouri State,0,0,0,1,80,-,61.821
Football,2021,-,Missouri Southern State,0,0,0,1,80,-,61.821
Football,2021,-,Grove City College,0,0,0,1,80,-,61.821
Football,2021,-,Fort Lewis College,0,0,0,1,80,-,61.821
Football,2021,-,Walsh,0,0,0,1,80,$6.2K,61.821
Football,2021,-,Shorter,0,0,0,1,80,-,61.821
Football,2021,-,Valley City State University,0,0,0,1,80,-,61.821
Football,2021,-,Butler,0,0,0,1,80,-,61.821
Football,2021,-,Bethune-Cookman,0,0,0,1,80,-,61.821
Football,2021,-,East Texas A&M Commerce,0,0,0,1,80,-,61.821
Football,2021,-,Tiffin University,0,0,0,1,80,-,61.821
Football,2021,-,Tusculum University,0,0,0,1,80,-,61.821
Football,2021,-,Central Missouri State,0,0,0,1,80,-,61.821
Football,2021,-,Indiana Wesleyan University,0,0,0,1,80,-,61.821
Football,2021,-,Gannon University,0,0,0,1,80,-,61.821
Football,2021,-,Pace University,0,0,0,1,80,-,61.821
Football,2021,-,Southern University,0,0,0,1,80,-,61.821
Football,2021,-,Lehigh,0,0,0,1,80,-,61.821
Football,2021,-,Lindenwood University,0,0,0,1,80,-,61.821
Football,2021,-,East Stroudsburg,0,0,0,1,80,-,61.821
Football,2021,-,Dayton,0,0,0,1,80,-,61.821
Football,2021,-,Dakota State University,0,0,0,1,80,-,61.821
Football,2021,-,Davenport,0,0,0,1,80,-,61.821
Football,2021,-,Dickinson State University,0,0,0,1,80,-,61.821
Football,2021,-,Eastern Oregon University,0,0,0,1,80,-,61.821
Football,2021,-,Delaware State,0,0,0,1,80,-,61.821
Football,2021,-,Saint Francis (PA),0,0,0,1,80,-,61.821
Football,2021,-,Northwestern State,0,0,0,1,80,-,61.821
Football,2021,-,Tarleton State,0,0,0,1,80,-,61.821
Football,2021,-,Stonehill College,0,0,0,1,80,-,61.821
Football,2021,-,Stony Brook,0,0,0,1,80,-,61.821
Football,2021,-,Michigan Tech,0,0,0,1,80,-,61.821
Football,2021,-,St. Thomas,0,0,0,1,80,-,61.821
Football,2021,-,Southwest Minnesota State,0,0,0,1,80,-,61.821
Football,2021,-,Marian,0,0,0,1,80,-,61.821
Football,2021,-,Stetson,0,0,0,1,80,-,61.821
Football,2021,-,Slippery Rock,0,0,0,1,80,-,61.821
Basketball,2026,1,Duke,3,1,0,4,96.69,$1.1M,98.315
Basketball,2026,2,Arkansas,1,2,0,3,97.85,$914K,97.852
Basketball,2026,3,USC,1,2,0,3,97.8,$951K,97.797
Basketball,2026,4,Arizona,1,1,0,2,97.17,$835K,96.349
Basketball,2026,5,Alabama,0,3,0,3,95.91,$344K,95.906
Basketball,2026,6,Michigan State,0,4,0,4,95.1,$235K,95.884
Basketball,2026,7,Missouri,1,2,0,3,95.62,$553K,95.62
Basketball,2026,8,Houston,0,2,0,2,96.41,$479K,95.589
Basketball,2026,9,Connecticut,0,2,0,2,96.14,$355K,95.321
Basketball,2026,10,Maryland,1,2,1,4,93.36,$578K,94.885
Basketball,2026,11,Kansas,0,4,0,4,93.8,$292K,94.67
Basketball,2026,12,Texas,0,3,0,4,90.97,$474K,94.624
Basketball,2026,13,Miami,1,0,0,1,98.21,$872K,94.442
Basketball,2026,14,Michigan,0,3,1,5,90.28,$83K,94.338
