Sport,Year,Rank,Team,5-Star,4-Star,3-Star,Total Commits,Avg Rating,Avg NIL,Score
Football,2026,1,USC,2,20,13,35,91.22,$210K,93.862
Football,2026,2,Notre Dame,3,18,9,30,91.1,$96K,92.958
Football,2026,3,Ohio State,2,16,10,28,91.44,$156K,92.772
Football,2026,4,Oregon,4,12,7,23,92.06,$212K,92.753
Football,2026,5,Georgia,1,20,11,32,90.52,$169K,92.67
Football,2026,6,Alabama,3,11,13,27,91.24,$217K,92.62
Football,2026,7,Texas A&M,1,18,8,27,91.01,$85K,92.039
Football,2026,8,Miami,1,19,11,32,90.07,$155K,91.987
Football,2026,9,Tennessee,2,12,17,31,89.87,$164K,91.95
Football,2026,10,Texas,3,12,9,24,90.33,$234K,91.632
Football,2026,11,Michigan,2,10,13,26,89.42,$75K,90.885
Football,2026,12,LSU,2,10,6,18,91.17,$211K,90.836
Football,2026,13,Florida,0,13,7,20,90.09,$128K,90.056
Football,2026,14,Washington,0,10,15,25,89.08,$63K,90.055
Football,2026,15,Florida State,0,11,23,34,88.28,$60K,89.854
Football,2026,16,Oklahoma,0,9,16,25,88.89,$67K,89.757
Football,2026,17,North Carolina,0,10,30,40,87.88,$34K,89.635
Football,2026,18,South Carolina,0,9,9,18,89.92,$86K,89.585
Football,2026,19,Texas Tech,2,6,13,22,88.85,$107K,89.276
Football,2026,20,West Virginia,0,4,45,49,86.94,$21K,89.082
Football,2026,21,Clemson,0,9,14,23,88.25,$45K,89.01
Football,2026,22,Illinois,0,5,28,33,87.37,$22K,88.777
Football,2026,23,Iowa,0,7,11,18,88.94,$47K,88.607
Football,2026,24,SMU,0,4,19,23,88.08,$23K,88.53
Football,2026,25,BYU,0,7,15,22,88.15,$57K,88.502
Football,2026,26,Ole Miss,0,6,16,23,87.71,$52K,88.336
Football,2026,27,Missouri,0,4,19,23,87.94,$25K,88.268
Football,2026,28,Mississippi State,0,3,26,29,87.21,$24K,88.245
Football,2026,29,Virginia Tech,0,7,16,23,87.59,$29K,88.228
Football,2026,30,Indiana,0,7,15,22,87.95,$27K,88.129
Football,2026,31,Vanderbilt,1,1,20,22,87.76,$98K,88.045
Football,2026,32,Minnesota,0,5,26,31,87.1,$20K,87.995
Football,2026,33,Syracuse,0,2,25,28,86.69,$23K,87.867
Football,2026,34,Arizona State,0,5,16,21,87.72,$44K,87.716
Football,2026,35,Utah,1,0,18,19,87.77,$63K,87.622
Football,2026,36,Houston,1,2,15,18,87.93,$76K,87.596
Football,2026,37,Rutgers,0,2,21,23,87.16,$17.1K,87.451
Football,2026,38,Georgia Tech,0,1,23,24,86.93,$18.3K,87.415
Football,2026,39,Stanford,0,3,21,24,86.82,$23K,87.412
Football,2026,40,Maryland,1,0,16,17,87.99,$58K,87.391
Football,2026,41,Wake Forest,0,2,28,30,86.39,$16.8K,87.186
Football,2026,42,Auburn,0,5,16,21,87.16,$65K,87.159
Football,2026,43,TCU,0,2,20,22,86.81,$18.3K,87.15
Football,2026,44,Pittsburgh,0,1,20,21,87.09,$19.7K,87.088
Football,2026,45,Arizona,0,4,16,20,87.07,$29K,87.038
Football,2026,46,Arkansas,0,2,21,23,86.49,$22K,87.034
Football,2026,47,Kansas State,0,0,21,21,87.03,$13.1K,87.034
Football,2026,48,NC State,0,1,26,27,86.52,$14.7K,87.028
Football,2026,49,Louisville,0,3,17,20,86.97,$27K,86.935
Football,2026,50,Purdue,0,0,25,25,86.1,$14.1K,86.589
Football,2026,51,Boise State,0,0,34,34,85.24,$12.3K,86.546
Football,2026,52,California,0,2,16,18,86.76,$15K,86.422
Football,2026,53,Kentucky,0,3,13,16,87.37,$35K,86.419
Football,2026,54,Northwestern,0,1,21,22,86.12,$14.7K,86.355
Football,2026,55,Boston College,0,0,24,24,85.96,$11.7K,86.32
Football,2026,56,Iowa State,0,0,27,27,85.59,$10.3K,86.277
Football,2026,57,Michigan State,0,3,17,21,86.19,$27K,86.189
Football,2026,58,Kansas,0,1,17,18,86.43,$15.6K,86.094
Football,2026,59,Baylor,0,2,13,15,87.47,$20K,86.074
Football,2026,60,Cincinnati,0,1,24,25,85.57,$11.8K,85.992
Football,2026,61,Troy,0,0,35,36,84.68,$15.8K,85.89
Football,2026,62,Appalachian State,0,0,29,29,84.99,$12.6K,85.883
Football,2026,63,UCF,0,2,14,16,86.81,$26K,85.856
Football,2026,64,Penn State,0,2,13,15,87.22,$35K,85.827
Football,2026,65,Wisconsin,0,0,15,15,87.17,$13.2K,85.777
Football,2026,66,Colorado,0,2,16,18,86.05,$18K,85.717
Football,2026,67,UCLA,0,0,19,20,85.69,$15.3K,85.656
Football,2026,68,Temple,0,0,33,33,84.72,$11.7K,85.583
Football,2026,69,UNLV,0,0,23,28,84.41,$12.4K,85.578
Football,2026,70,Oklahoma State,0,0,22,23,85.18,$10.9K,85.551
Football,2026,71,Duke,0,2,13,15,86.87,$18.5K,85.475
Football,2026,72,Texas State,0,0,21,22,84.86,$10.3K,85.093
Football,2026,73,Tulane,0,0,18,19,85.21,$11.9K,85.064
Football,2026,74,Colorado State,0,0,28,28,84.44,$13.2K,85.044
Football,2026,75,Memphis,0,0,21,21,84.89,$12.1K,84.886
Football,2026,76,Fresno State,0,0,22,24,84.35,$19K,84.835
Football,2026,77,South Alabama,0,0,31,31,84.13,$10.8K,84.774
Football,2026,78,UTSA,0,0,19,20,84.77,$8.3K,84.73
Football,2026,79,San Diego State,0,0,23,24,84.16,$10.4K,84.568
Football,2026,80,Tulsa,0,0,21,21,84.52,$11K,84.521
Football,2026,81,Western Kentucky,0,0,22,24,84.01,$13.1K,84.516
Football,2026,82,Bowling Green,0,0,27,27,83.93,$10.2K,84.449
Football,2026,83,New Mexico,0,0,23,31,83.14,$9.9K,84.443
Football,2026,84,USF,0,0,17,18,84.72,$11.9K,84.386
Football,2026,85,Charlotte,0,0,27,28,83.81,$10.4K,84.372
Football,2026,86,Arkansas State,0,0,25,28,83.53,$9.3K,84.362
Football,2026,87,James Madison,0,0,19,21,84.19,$12.1K,84.194
Football,2026,88,Oregon State,0,0,16,16,84.96,$13.1K,84.006
Football,2026,89,Georgia State,0,0,20,22,83.77,$9.9K,83.946
Football,2026,90,Northern Illinois,0,0,25,32,82.82,$9.6K,83.937
Football,2026,91,East Carolina,0,0,17,18,84.26,$12.4K,83.923
Football,2026,92,Virginia,0,0,15,15,85.3,$15.9K,83.902
Football,2026,93,Southern Miss,0,0,19,21,83.81,$11.5K,83.812
Football,2026,94,Eastern Michigan,0,0,33,37,82.74,$11.1K,83.811
Football,2026,95,FIU,0,0,21,21,83.77,$11.3K,83.775
Football,2026,96,Utah State,0,0,20,20,83.81,$10.6K,83.771
Football,2026,97,Old Dominion,0,0,24,30,82.77,$12.7K,83.77
Football,2026,98,Nebraska,0,3,8,11,87.91,$40K,83.767
Football,2026,99,Miami (OH),0,0,18,18,84.09,$13.4K,83.751
Football,2026,100,Central Michigan,0,0,31,38,82.51,$9K,83.696
Football,2026,101,UTEP,0,0,24,29,82.67,$9.6K,83.563
Football,2026,102,Ohio,0,0,16,18,83.87,$11.6K,83.538
Football,2026,103,Connecticut,0,0,15,15,84.74,$13K,83.346
Football,2026,104,Rice,0,0,23,25,82.89,$9.7K,83.329
Football,2026,105,Delaware,0,0,20,20,83.33,$10.5K,83.292
Football,2026,106,Buffalo,0,0,18,23,83.01,$11.8K,83.292
Football,2026,107,Jacksonville State,0,0,18,30,82.29,$11.6K,83.27
Football,2026,108,Nevada,0,0,19,27,82.52,$10K,83.253
Football,2026,109,Liberty,0,0,16,19,83.34,$10.8K,83.189
Football,2026,110,Louisiana Tech,0,0,18,26,82.5,$8.9K,83.101
Football,2026,111,Western Michigan,0,0,19,23,82.83,$8.8K,83.095
Football,2026,112,Louisiana-Monroe,0,0,20,25,82.51,$18.1K,82.992
Football,2026,113,Middle Tennessee State,0,0,16,18,83.3,$11.2K,82.965
Football,2026,114,Marshall,0,0,18,20,82.98,$10K,82.948
Football,2026,115,Massachusetts,0,0,19,20,82.97,$10.4K,82.929
Football,2026,116,Coastal Carolina,0,0,15,17,83.53,$12.2K,82.926
Football,2026,117,Wyoming,0,0,18,22,82.7,$9.8K,82.828
Football,2026,118,Kent State,0,0,19,20,82.81,$8.1K,82.777
Football,2026,119,Georgia Southern,0,0,16,22,82.55,$9.3K,82.668
Football,2026,120,Kennesaw State,0,0,15,18,82.96,$12.3K,82.626
Football,2026,121,Toledo,0,0,15,16,83.51,$9.2K,82.557
Football,2026,122,Florida Atlantic,0,0,13,14,84.39,$12.4K,82.464
Football,2026,123,Louisiana,0,0,12,23,82.2,$10.6K,82.448
Football,2026,124,Sam Houston State,0,0,13,18,82.61,$9.6K,82.278
Football,2026,125,Ball State,0,0,12,24,81.96,$9.5K,82.234
Football,2026,126,Hawaii,0,0,15,19,82.32,$12.9K,82.175
Football,2026,127,Sacramento State,0,0,18,29,81.51,$11K,82.082
Football,2026,128,San Jose State,0,0,12,15,83.16,$10.9K,81.766
Football,2026,129,Washington State,0,0,13,13,84.24,$10K,81.679
Football,2026,130,Missouri State University,0,0,8,18,81.73,$12K,81.394
Football,2026,131,North Dakota State,0,0,5,29,80.49,$8.3K,80.671
Football,2026,132,Navy,0,0,3,36,80.35,$10.8K,80.603
Football,2026,133,Akron,0,0,8,14,82.5,$13.3K,80.578
Football,2026,134,Idaho,0,0,6,17,80.96,$8.3K,80.36
Football,2026,135,Army,0,0,2,23,80.25,$11.8K,80.278
Football,2026,136,Air Force,0,0,1,17,80.1,$13.6K,79.496
Football,2026,137,South Dakota State,0,0,5,14,80.94,$15.8K,79.009
Football,2026,138,UAB,0,0,8,12,82.09,$11.4K,78.8
Football,2026,139,New Mexico State,0,0,6,11,82.04,$9.6K,77.898
Football,2026,140,North Texas,0,0,5,10,82.18,$9.4K,77.069
Football,2026,141,Cal Poly,0,0,1,12,80,$6.9K,76.705
Football,2026,142,North Carolina Central,0,0,1,11,80.18,$9.4K,76.038
Football,2026,143,North Dakota,0,0,2,9,80.68,$8.7K,74.462
Football,2026,144,UC Davis,0,0,0,9,80,-,73.784
Football,2026,145,Harvard,0,0,3,8,81.17,$14.5K,73.702
Football,2026,146,Central Arkansas,0,0,2,8,80.64,$12.1K,73.174
Football,2026,147,Prairie View A&M,0,0,0,7,80,-,71.124
Football,2026,148,Idaho State,0,0,2,6,81.04,$11.2K,70.566
Football,2026,149,West Georgia,0,0,4,5,82.84,$12.5K,70.551
Football,2026,150,Tarleton State,0,0,1,6,80.96,$10K,70.488
Football,2026,151,Portland State,0,0,3,5,82.71,$21K,70.417
Football,2026,152,Florida A&M,0,0,2,6,80.67,$7.4K,70.193
Football,2026,153,South Carolina State,0,0,2,6,80.5,$14K,70.027
Football,2026,154,Montana State,0,0,1,6,80.44,$9.3K,69.971
Football,2026,155,Princeton,0,0,0,6,80,-,69.527
Football,2026,156,East Tennessee State,0,0,0,6,80,$16.6K,69.527
Football,2026,157,Samford,0,0,0,6,80,-,69.527
Football,2026,158,South Dakota,0,0,0,6,80,$10.3K,69.527
Football,2026,159,Richmond,0,0,1,5,80.98,$10K,68.691
Football,2026,160,Murray State,0,0,2,5,80.88,$9.8K,68.591
Football,2026,161,Eastern Washington,0,0,2,5,80.8,$7.5K,68.511
Football,2026,162,William & Mary,0,0,1,5,80.13,$12.3K,67.844
Football,2026,163,Northern Colorado,0,0,0,5,80,-,67.711
Football,2026,164,Norfolk State,0,0,0,5,80,$12.6K,67.711
Football,2026,165,Wofford,0,0,2,4,82,$11.4K,67.629
Football,2026,166,Southern University,0,0,1,4,81.15,$10K,66.779
Football,2026,167,Eastern Kentucky,0,0,2,4,80.92,$14.4K,66.546
Football,2026,168,UT Martin,0,0,1,4,80.73,$15.8K,66.362
Football,2026,169,Abilene Christian,0,0,1,4,80.58,$7.5K,66.212
Football,2026,170,McNeese State,0,0,1,4,80.58,$7.2K,66.212
Football,2026,171,Brown,0,0,1,4,80.5,$9.1K,66.129
Football,2026,172,Northern Arizona,0,0,0,4,80,-,65.629
Football,2026,173,Dartmouth,0,0,0,4,80,-,65.629
Football,2026,174,Southern Utah,0,0,0,4,80,-,65.629
Football,2026,175,Monmouth,0,0,0,4,80,-,65.629
Football,2026,176,Stephen F. Austin,0,0,3,3,81.67,$10.8K,64.872
Football,2026,177,Southeastern Louisiana,0,0,1,3,81.6,$13.8K,64.805
Football,2026,178,Utah Tech,0,0,1,3,81.38,$14.9K,64.583
Football,2026,179,Mercer,0,0,1,3,81,$23K,64.205
Football,2026,180,Austin Peay,0,0,1,3,80.78,$25K,63.983
Football,2026,181,Howard,0,0,1,3,80.44,$11.4K,63.649
Football,2026,182,Youngstown State,0,0,1,3,80.22,$17.9K,63.427
Football,2026,183,Albany,0,0,0,3,80,-,63.205
Football,2026,184,Western Illinois,0,0,0,3,80,-,63.205
Football,2026,185,Illinois State,0,0,0,3,80,$13.6K,63.205
Football,2026,186,Northern Iowa,0,0,0,3,80,$14.8K,63.205
Football,2026,187,Lafayette,0,0,0,3,80,$10.9K,63.205
Football,2026,188,Eastern Illinois,0,0,0,3,80,-,63.205
Football,2026,189,Virginia Military Institute,0,0,0,3,80,-,63.205
Football,2026,190,Valparaiso,0,0,0,3,80,$13.6K,63.205
Football,2026,191,Bryant University,0,0,0,3,80,$11.2K,63.205
Football,2026,192,East Texas A&M Commerce,0,0,0,3,80,-,63.205
Football,2026,193,Colgate,0,0,0,3,80,-,63.205
Football,2026,194,Virginia Union,0,0,0,3,80,-,63.205
Football,2026,-,Pennsylvania,0,0,1,2,84,-,64.295
Football,2026,-,North Carolina A&T,0,0,1,2,83.22,$10K,63.512
Football,2026,-,Pittsburg State,0,0,1,2,82.88,$20K,63.179
Football,2026,-,Jackson State,0,0,2,2,82.4,$22K,62.695
Football,2026,-,Nicholls State,0,0,1,2,82.1,$14.7K,62.395
Football,2026,-,Weber State,0,0,1,2,82.07,$14.9K,62.362
Football,2026,-,Indianapolis,0,0,1,2,81.67,$7.5K,61.962
Football,2026,-,Grand Valley State,0,0,1,2,81.62,$7.5K,61.912
Football,2026,-,Lindenwood University,0,0,1,2,81.33,$21K,61.629
Football,2026,-,Delaware State,0,0,1,2,81.28,-,61.579
Football,2026,-,Towson,0,0,1,2,80.67,$13.3K,60.962
Football,2026,-,Tennessee State,0,0,1,2,80.5,$7.5K,60.795
Football,2026,-,Maine,0,0,0,2,80,-,60.295
Football,2026,-,UNC Pembroke,0,0,0,2,80,-,60.295
Football,2026,-,Chattanooga,0,0,0,2,80,-,60.295
Football,2026,-,Furman,0,0,0,2,80,$10.7K,60.295
Football,2026,-,New Hampshire,0,0,0,2,80,-,60.295
Football,2026,-,Sacred Heart,0,0,0,2,80,-,60.295
Football,2026,-,Stetson,0,0,0,2,80,$8.5K,60.295
Football,2026,-,Southern Illinois,0,0,0,2,80,$9.6K,60.295
Football,2026,-,Lamar,0,0,0,2,80,-,60.295
Football,2026,-,Incarnate Word,0,0,0,2,80,$6.9K,60.295
Football,2026,-,West Virginia State,0,0,0,2,80,-,60.295
Football,2026,-,Alabama State,0,0,0,2,80,-,60.295
Football,2026,-,Ferris State,0,0,1,1,83.5,$21K,60.047
Football,2026,-,Southern Arkansas,0,0,1,1,82.9,$14.2K,59.447
Football,2026,-,Hampden-Sydney,0,0,1,1,82.33,$7.5K,58.88
Football,2026,-,Fordham,0,0,1,1,81,$21K,57.547
Football,2026,-,West Chester,0,0,1,1,81,$7.5K,57.547
Football,2026,-,Western New Mexico,0,0,1,1,80.67,$7.5K,57.213
Football,2026,-,Livingstone College,0,0,0,1,80,-,56.547
Football,2026,-,Emporia State,0,0,0,1,80,-,56.547
Football,2026,-,Elon,0,0,0,1,80,-,56.547
Football,2026,-,Davidson,0,0,0,1,80,$15.3K,56.547
Football,2026,-,Dayton,0,0,0,1,80,-,56.547
Football,2026,-,Drake,0,0,0,1,80,-,56.547
Football,2026,-,East Central University,0,0,0,1,80,-,56.547
Football,2026,-,Miles College,0,0,0,1,80,-,56.547
Football,2026,-,Savannah State,0,0,0,1,80,-,56.547
Football,2026,-,San Diego,0,0,0,1,80,-,56.547
Football,2026,-,Marist,0,0,0,1,80,-,56.547
Football,2026,-,Minnesota State Mankato,0,0,0,1,80,$9.8K,56.547
Football,2026,-,Minnesota State University Moorhead,0,0,0,1,80,-,56.547
Football,2026,-,Lehigh,0,0,0,1,80,-,56.547
Football,2026,-,Northern State,0,0,0,1,80,-,56.547
Football,2026,-,Rhode Island,0,0,0,1,80,-,56.547
Football,2026,-,Indiana State,0,0,0,1,80,-,56.547
Football,2026,-,Hampton,0,0,0,1,80,-,56.547
Football,2026,-,Houston Christian,0,0,0,1,80,-,56.547
Football,2026,-,Howard Payne,0,0,0,1,80,-,56.547
Football,2026,-,Presbyterian,0,0,0,1,80,-,56.547
Football,2026,-,Yale,0,0,0,1,80,-,56.547
Football,2026,-,William Penn,0,0,0,1,80,-,56.547
Football,2026,-,Wingate,0,0,0,1,80,-,56.547
Football,2026,-,Arkansas-Pine Bluff,0,0,0,1,80,-,56.547
Football,2026,-,Amherst College,0,0,0,1,80,-,56.547
Football,2026,-,Bethune-Cookman,0,0,0,1,80,$15.7K,56.547
Football,2026,-,Christopher Newport University,0,0,0,1,80,-,56.547
Football,2026,-,Westminster College Missouri,0,0,0,1,80,-,56.547
Football,2026,-,Edward Waters College,0,0,0,1,80,-,56.547
Football,2026,-,Trine University,0,0,0,1,80,$17.9K,56.547
Football,2026,-,Edinboro,0,0,0,1,80,-,56.547
Football,2026,-,Mars Hill University,0,0,0,1,80,-,56.547
Football,2026,-,Central Missouri State,0,0,0,1,80,-,56.547
Football,2026,-,Columbia,0,0,0,1,80,-,56.547
Football,2026,-,Chicago State,0,0,0,1,80,$15.4K,56.547
Football,2026,-,Texas-Permian Basin,0,0,0,1,80,-,56.547
Football,2026,-,Colby College,0,0,0,1,80,-,56.547
Football,2026,-,Charleston Southern,0,0,0,1,80,$11.6K,56.547
Football,2026,-,Mississippi Valley State,0,0,0,1,80,-,56.547
Football,2026,-,Wagner,0,0,0,1,80,-,56.547
Football,2026,-,Washington & Lee,0,0,0,1,80,-,56.547
Football,2026,-,Benedict College,0,0,0,1,80,-,56.547
Football,2026,-,Bucknell,0,0,0,1,80,-,56.547
Football,2026,-,Grand View,0,0,0,1,80,-,56.547
Football,2026,-,Fort Valley State,0,0,0,1,80,-,56.547
Football,2026,-,Shepherd,0,0,0,1,80,-,56.547
Football,2026,-,Missouri Western State,0,0,0,1,80,-,56.547
Football,2026,-,Southeast Missouri State,0,0,0,1,80,-,56.547
Football,2026,-,Morehead State,0,0,0,1,80,-,56.547
Football,2026,-,Montana,0,0,0,1,80,-,56.547
Football,2026,-,Montana Tech,0,0,0,1,80,-,56.547
Football,2026,-,Nebraska Kearney,0,0,0,1,80,-,56.547
Football,2026,-,Sioux Falls,0,0,0,1,80,-,56.547
Football,2025,1,Texas,5,13,7,25,92.79,$199K,94.143
Football,2025,2,Georgia,4,19,5,28,92.18,$158K,93.616
Football,2025,3,Alabama,3,14,4,21,92.72,$230K,93.343
Football,2025,4,Oregon,3,14,1,18,93.38,$254K,93.229
Football,2025,5,Ohio State,3,15,8,26,91.82,$198K,93
Football,2025,6,Michigan,2,14,8,24,91.59,$267K,92.588
Football,2025,7,Texas A&M,2,17,6,25,91.35,$123K,92.369
Football,2025,8,Auburn,1,15,10,26,90.89,$120K,92.348
Football,2025,9,LSU,2,13,8,23,91.75,$129K,92.286
Football,2025,10,Florida,1,15,11,27,90.29,$121K,92.191
Football,2025,11,Tennessee,2,14,9,25,91.13,$165K,91.919
Football,2025,12,Notre Dame,1,13,11,25,90.41,$86K,91.473
Football,2025,13,Penn State,0,16,12,28,89.98,$122K,90.912
Football,2025,14,Miami,0,12,9,21,90.6,$165K,90.854
Football,2025,15,USC,1,9,15,25,89.8,$94K,90.77
Football,2025,16,Oklahoma,1,10,7,18,90.35,$135K,90.193
Football,2025,17,South Carolina,0,12,14,26,88.7,$45K,90.03
Football,2025,18,Missouri,0,11,6,18,90.16,$88K,90.008
Football,2025,19,Ole Miss,0,9,14,23,89.47,$71K,89.994
Football,2025,20,Florida State,0,9,14,23,88.9,$115K,89.817
Football,2025,21,Nebraska,0,9,11,21,88.99,$49K,89.437
Football,2025,22,Mississippi State,0,5,23,29,87.88,$53K,89.063
Football,2025,23,Clemson,1,6,8,15,89.98,$65K,88.98
Football,2025,24,Georgia Tech,0,6,18,24,87.91,$46K,88.824
Football,2025,25,Washington,0,4,23,28,87.66,$47K,88.766
Football,2025,26,TCU,0,5,26,31,87.45,$32K,88.754
Football,2025,27,Wisconsin,0,4,19,23,88.16,$48K,88.663
Football,2025,28,Kentucky,0,6,16,22,88.06,$46K,88.403
Football,2025,29,Rutgers,0,2,27,30,87.11,$26K,88.165
Football,2025,30,Arkansas,0,3,20,23,87.37,$35K,87.994
Football,2025,31,SMU,0,5,18,25,86.84,$42K,87.863
Football,2025,32,Maryland,0,5,16,21,87.39,$154K,87.636
Football,2025,33,Iowa,0,4,12,16,88.21,$46K,87.58
Football,2025,34,Duke,0,3,25,28,86.33,$39K,87.509
Football,2025,35,Colorado,0,7,7,14,88.89,$123K,87.417
Football,2025,36,NC State,0,2,21,23,87,$25K,87.412
Football,2025,37,Kansas State,0,2,23,25,86.59,$30K,87.109
Football,2025,38,Virginia Tech,0,2,18,20,87.05,$26K,87.048
Football,2025,39,Baylor,0,3,18,22,86.39,$39K,87.043
Football,2025,40,UCLA,0,1,21,22,86.55,$27K,86.987
Football,2025,41,Oklahoma State,0,0,21,21,86.76,$21K,86.962
Football,2025,42,Utah,0,0,24,24,86.33,$20K,86.933
Football,2025,43,Texas Tech,0,2,16,18,86.99,$26K,86.838
Football,2025,44,North Carolina,0,2,28,30,85.49,$35K,86.754
Football,2025,45,Illinois,0,0,22,23,86.15,$22K,86.714
Football,2025,46,Arizona State,0,2,21,24,85.97,$25K,86.589
Football,2025,47,Michigan State,0,1,18,19,86.59,$25K,86.547
Football,2025,48,West Virginia,0,1,21,29,84.64,$23K,86.515
Football,2025,49,Arizona,0,1,27,28,85.81,$19.8K,86.504
Football,2025,50,Syracuse,0,1,34,35,85.37,$25K,86.478
Football,2025,51,Minnesota,0,2,20,22,85.8,$23K,86.401
Football,2025,52,Houston,0,1,18,19,86.43,$18.7K,86.393
Football,2025,53,Indiana,0,1,22,23,86.05,$23K,86.381
Football,2025,54,Pittsburgh,0,0,22,22,86.14,$131K,86.376
Football,2025,55,BYU,0,2,22,24,85.78,$20K,86.365
Football,2025,56,California,0,2,17,19,86.37,$19.7K,86.334
Football,2025,57,Stanford,0,1,16,17,86.57,$22K,86.214
Football,2025,58,Iowa State,0,1,19,21,85.77,$26K,86.062
Football,2025,59,Boston College,0,0,27,27,85.24,$35K,85.841
Football,2025,60,Virginia,0,0,19,20,85.83,$21K,85.835
Football,2025,61,Memphis,0,1,19,21,85.55,$31K,85.826
Football,2025,62,Wake Forest,0,0,22,24,84.76,$17K,85.411
Football,2025,63,Oregon State,0,0,20,20,85.34,$18.1K,85.341
Football,2025,64,Cincinnati,0,0,19,19,85.36,$17.2K,85.318
Football,2025,65,Northwestern,0,0,20,20,85.25,$14.5K,85.246
Football,2025,66,Boise State,0,0,27,27,84.58,$12.6K,85.218
Football,2025,67,USF,0,0,27,27,84.42,$15.5K,85.093
Football,2025,68,Louisville,0,0,15,15,86.07,$26K,85.067
Football,2025,69,UCF,0,1,12,14,86.47,$20K,84.999
Football,2025,70,Georgia State,0,0,32,34,83.83,$14K,84.896
Football,2025,71,Kansas,0,0,15,16,85.48,$22K,84.852
Football,2025,72,Vanderbilt,0,2,11,13,86.85,$18.9K,84.812
Football,2025,73,Washington State,0,1,34,35,83.51,$11.9K,84.627
Football,2025,74,Tulane,0,0,19,20,84.51,$14.6K,84.509
Football,2025,75,Old Dominion,0,0,29,31,83.31,$12.5K,84.35
Football,2025,76,Arkansas State,0,0,28,28,83.63,$15.7K,84.3
Football,2025,77,UTEP,0,0,31,34,83.09,$13.4K,84.296
Football,2025,78,East Carolina,0,0,22,22,84.07,$17.4K,84.227
Football,2025,79,Toledo,0,0,20,23,83.67,$14.9K,84.219
Football,2025,80,Coastal Carolina,0,0,22,24,83.56,$14.6K,84.146
Football,2025,81,UNLV,0,0,17,18,84.27,$17.8K,84.12
Football,2025,82,San Diego State,0,0,20,21,83.87,$12.9K,84.065
Football,2025,83,Louisiana,0,0,20,20,83.91,$13.2K,83.911
Football,2025,84,Georgia Southern,0,0,22,22,83.51,$13.7K,83.855
Football,2025,85,Eastern Michigan,0,0,22,24,83.21,$15.8K,83.715
Football,2025,86,Texas State,0,0,22,22,83.44,$11.7K,83.642
Football,2025,87,Troy,0,0,16,17,83.98,$17.4K,83.633
Football,2025,88,South Alabama,0,0,17,17,83.94,$12.7K,83.587
Football,2025,89,Louisiana Tech,0,0,24,29,82.62,$15.3K,83.483
Football,2025,90,Purdue,0,1,14,16,84.11,$19K,83.474
Football,2025,91,Wyoming,0,0,27,29,82.56,$12.5K,83.469
Football,2025,92,Fresno State,0,0,20,20,83.4,$13.2K,83.403
Football,2025,93,Liberty,0,1,13,15,84.39,$18.7K,83.39
Football,2025,94,Rice,0,0,21,22,83.04,$12.8K,83.32
Football,2025,95,Northern Illinois,0,0,25,27,82.6,$10.7K,83.298
Football,2025,96,Florida Atlantic,0,0,17,17,83.55,$17.6K,83.201
Football,2025,97,Miami (OH),0,0,20,20,83.11,$13.3K,83.106
Football,2025,98,Utah State,0,0,27,37,81.87,$10.4K,83.047
Football,2025,99,Western Kentucky,0,0,16,23,82.65,$17K,83.046
Football,2025,100,Bowling Green,0,0,22,26,82.41,$14.1K,83.036
Football,2025,101,New Mexico State,0,0,18,23,82.5,$12.3K,83.03
Football,2025,102,Jacksonville State,0,0,18,22,82.61,$14.1K,82.873
Football,2025,103,Nevada,0,0,29,31,82.07,$11.7K,82.814
Football,2025,104,FIU,0,0,21,23,82.45,$13.4K,82.796
Football,2025,105,Middle Tennessee State,0,0,18,21,82.63,$15.7K,82.783
Football,2025,106,Appalachian State,0,0,13,17,83.09,$15.1K,82.743
Football,2025,107,Southern Miss,0,0,15,17,83.09,$11.1K,82.736
Football,2025,108,San Jose State,0,0,16,18,82.79,$15.6K,82.64
Football,2025,109,Buffalo,0,0,18,18,82.75,$11.2K,82.592
Football,2025,110,Connecticut,0,0,14,18,82.75,$15.6K,82.592
Football,2025,111,James Madison,0,0,16,18,82.73,$16.4K,82.579
Football,2025,112,Kent State,0,0,21,21,82.14,$13.8K,82.297
Football,2025,113,Western Michigan,0,0,15,16,82.89,$11.7K,82.255
Football,2025,114,Louisiana-Monroe,0,0,14,14,83.65,$12.3K,82.183
Football,2025,115,UTSA,0,0,13,13,84.2,$15K,82.17
Football,2025,116,Tulsa,0,0,16,20,82.04,$13K,82.042
Football,2025,117,Hawaii,0,0,14,16,82.35,$12K,81.717
Football,2025,118,Colorado State,0,0,13,14,83.1,$13.9K,81.632
Football,2025,119,Temple,0,0,12,14,82.92,$15.5K,81.452
Football,2025,120,Missouri State University,0,0,10,19,81.28,$15.8K,81.246
Football,2025,121,Ball State,0,0,14,17,81.45,$13.4K,81.101
Football,2025,122,North Texas,0,0,12,12,83.69,$77K,80.985
Football,2025,123,New Mexico,0,0,8,23,80.78,$10.1K,80.902
Football,2025,124,Delaware,0,0,9,19,80.94,$15.7K,80.9
Football,2025,125,Ohio,0,0,13,14,82.27,$13.9K,80.804
Football,2025,126,Army,0,0,6,70,80.13,$11.1K,80.516
Football,2025,127,Central Michigan,0,0,14,14,81.92,$13.3K,80.454
Football,2025,128,Marshall,0,0,11,14,81.87,$10.7K,80.396
Football,2025,129,North Dakota State,0,0,2,20,80.39,$9.3K,80.385
