Combined Football & Basketball Recruiting Rankings (2021-2026),,,,,,,,,,
Rank,Team,Sport,Year,5-Star,4-Star,3-Star,Total Commits,Avg Rating,Avg NIL,Score
129,North Dakota State,Football,2025,0,0,2,20,80.39,$9.3K,80.385
130,Akron,Football,2025,0,0,12,14,81.83,$11.2K,80.356
131,UAB,Football,2025,0,0,9,13,82.32,$12.1K,80.289
132,Navy,Football,2025,0,0,6,49,80.06,$11.7K,80.169
133,Air Force,Football,2025,0,0,2,65,80.02,$9.2K,80.076
134,Kennesaw State,Football,2025,0,0,4,16,80.69,$16.3K,80.056
135,Sam Houston State,Football,2025,0,0,9,12,82.24,$14K,79.533
136,Charlotte,Football,2025,0,0,5,12,81.65,$11.1K,78.942
137,Cumberland,Football,2025,0,0,0,13,80,-,77.965
138,Massachusetts,Football,2025,0,0,7,10,81.44,$11.3K,77.05
139,Idaho,Football,2025,0,0,1,10,80.25,$15.4K,75.855
140,Sacramento State,Football,2025,0,0,3,8,81.78,$17.8K,75.164
141,Harvard,Football,2025,0,0,0,9,80,$11.1K,74.569
142,Wofford,Football,2025,0,0,2,8,80.29,$13.2K,73.67
143,Cornell,Football,2025,0,0,0,8,80,$9.2K,73.384
144,Mercer,Football,2025,0,0,0,8,80,$9.1K,73.384
145,Howard,Football,2025,0,0,1,7,80.85,$13.5K,72.888
146,Yale,Football,2025,0,0,0,7,80,$8.7K,72.036
147,Holy Cross,Football,2025,0,0,0,7,80,$8K,72.036
148,Princeton,Football,2025,0,0,0,7,80,$9.4K,72.036
149,Fordham,Football,2025,0,0,0,7,80,$8.1K,72.036
150,UC Davis,Football,2025,0,0,0,7,80,$10.5K,72.036
151,Austin Peay,Football,2025,0,0,1,6,81.28,$10.2K,71.782
152,Montana State,Football,2025,0,0,0,6,80,$13.7K,70.502
153,Furman,Football,2025,0,0,0,6,80,$11.5K,70.502
154,Chattanooga,Football,2025,0,0,1,5,80.57,$10.5K,69.322
155,Towson,Football,2025,0,0,2,4,82.48,$11.9K,69.216
156,Richmond,Football,2025,0,0,0,5,80,$10.6K,68.75
157,Northern Iowa,Football,2025,0,0,0,5,80,$8.8K,68.75
158,Eastern Washington,Football,2025,0,0,0,5,80,$13.6K,68.75
159,South Dakota State,Football,2025,0,0,1,4,81.58,$10.4K,68.308
160,Tennessee State,Football,2025,0,0,2,4,81.01,$11.1K,67.746
161,Grand Valley State,Football,2025,0,0,1,4,80.92,$16K,67.658
162,West Georgia,Football,2025,0,0,1,4,80.87,$14.6K,67.603
163,Samford,Football,2025,0,0,1,4,80.7,$10.1K,67.433
164,South Dakota,Football,2025,0,0,1,4,80.53,$7.5K,67.258
165,North Dakota,Football,2025,0,0,0,4,80,$25K,66.733
166,Lindenwood University,Football,2025,0,0,0,4,80,$7.3K,66.733
167,Elon,Football,2025,0,0,0,4,80,$9.8K,66.733
168,Dartmouth,Football,2025,0,0,0,4,80,$11.3K,66.733
169,Montana,Football,2025,0,0,0,4,80,-,66.733
170,Columbia,Football,2025,0,0,0,4,80,-,66.733
171,East Tennessee State,Football,2025,0,0,1,4,79.94,$11.2K,66.675
172,William & Mary,Football,2025,0,0,1,3,80.77,$10.4K,65.143
173,Illinois State,Football,2025,0,0,1,3,80.12,-,64.493
174,Pennsylvania,Football,2025,0,0,0,3,80,$6.6K,64.376
175,Portland State,Football,2025,0,0,0,3,80,-,64.376
176,Indiana State,Football,2025,0,0,0,3,80,-,64.376
177,Nicholls State,Football,2025,0,0,0,3,80,-,64.376
-,Stephen F. Austin,Football,2025,0,0,1,2,82.55,$14.9K,64.088
-,Duquesne,Football,2025,0,0,1,2,82.54,$13.3K,64.078
-,Grambling State,Football,2025,0,0,1,2,82.18,$15.6K,63.718
-,Cal Poly,Football,2025,0,0,1,2,81.58,$9.9K,63.113
-,Bryant University,Football,2025,0,0,1,2,81.54,$12.2K,63.078
-,Eastern Kentucky,Football,2025,0,0,1,2,81.06,$12.8K,62.593
-,Lamar,Football,2025,0,0,0,2,80,-,61.538
-,Colgate,Football,2025,0,0,0,2,80,$10.2K,61.538
-,Texas Southern,Football,2025,0,0,0,2,80,-,61.538
-,Charleston Southern,Football,2025,0,0,0,2,80,$13.9K,61.538
-,Brown,Football,2025,0,0,0,2,80,$15.5K,61.538
-,Weber State,Football,2025,0,0,0,2,80,$8.1K,61.538
-,New Hampshire,Football,2025,0,0,0,2,80,$7.2K,61.538
-,Southeast Missouri State,Football,2025,0,0,0,2,80,$6.7K,61.538
-,Murray State,Football,2025,0,0,0,2,80,$5.1K,61.538
-,Southern Illinois,Football,2025,0,0,0,2,80,$9.5K,61.538
-,Eastern Illinois,Football,2025,0,0,0,2,80,$10K,61.538
-,Lafayette,Football,2025,0,0,0,2,80,$10.8K,61.538
-,Lehigh,Football,2025,0,0,0,2,80,-,61.538
-,Northwest Missouri State,Football,2025,0,0,0,2,80,$9.7K,61.538
-,Idaho State,Football,2025,0,0,0,2,80,$16.3K,61.538
-,Alabama State,Football,2025,0,0,0,2,80,$6.7K,61.538
-,Central Arkansas,Football,2025,0,0,1,1,85.4,$21K,63.273
-,Delaware State,Football,2025,0,0,1,1,84.96,$34K,62.833
-,Southern Utah,Football,2025,0,0,1,1,84.83,$21K,62.703
-,Minnesota Duluth,Football,2025,0,0,1,1,84.68,$10K,62.553
-,Western Carolina,Football,2025,0,0,1,1,84.5,$10K,62.373
-,Saint Francis (PA),Football,2025,0,0,1,1,84.35,$30K,62.223
-,Southeastern Louisiana,Football,2025,0,0,1,1,83.15,$28K,61.023
-,Southern University,Football,2025,0,0,1,1,83.08,-,60.951
-,McNeese State,Football,2025,0,0,1,1,82.5,$12.3K,60.373
-,Gardner-Webb,Football,2025,0,0,1,1,82.1,$22K,59.973
-,West Florida,Football,2025,0,0,1,1,82.02,$20K,59.893
-,Hampton,Football,2025,0,0,1,1,81.81,$19.2K,59.682
-,North Carolina Central,Football,2025,0,0,1,1,81.05,$22K,58.923
-,North Alabama,Football,2025,0,0,0,1,80,-,57.873
-,South Carolina State,Football,2025,0,0,0,1,80,$6.6K,57.873
-,Nebraska Kearney,Football,2025,0,0,0,1,80,-,57.873
-,Monmouth,Football,2025,0,0,0,1,80,-,57.873
-,Grinnell,Football,2025,0,0,0,1,80,-,57.873
-,Ferris State,Football,2025,0,0,0,1,80,-,57.873
-,Bucknell,Football,2025,0,0,0,1,80,-,57.873
-,Campbell,Football,2025,0,0,0,1,80,-,57.873
-,Wayne State,Football,2025,0,0,0,1,80,-,57.873
-,Tuskegee,Football,2025,0,0,0,1,80,-,57.873
-,UTRGV,Football,2025,0,0,0,1,80,$11K,57.873
-,Maryville College,Football,2025,0,0,0,1,80,-,57.873
-,Michigan Tech,Football,2025,0,0,0,1,80,-,57.873
-,Saginaw Valley State,Football,2025,0,0,0,1,80,-,57.873
-,Marist,Football,2025,0,0,0,1,80,-,57.873
-,Southwestern College,Football,2025,0,0,0,1,80,-,57.873
-,Mercyhurst College,Football,2025,0,0,0,1,80,$6.6K,57.873
-,Northern Arizona,Football,2025,0,0,0,1,80,-,57.873
-,Rhode Island,Football,2025,0,0,0,1,80,$16.5K,57.873
-,Quincy,Football,2025,0,0,0,1,80,-,57.873
-,Jackson State,Football,2025,0,0,0,1,80,-,57.873
-,Western Illinois,Football,2025,0,0,0,1,80,-,57.873
-,Youngstown State,Football,2025,0,0,0,1,80,$6.2K,57.873
-,Arkansas-Monticello,Football,2025,0,0,0,1,80,-,57.873
1,Georgia,Football,2024,5,18,6,29,92.44,$162K,95.078
2,Alabama,Football,2024,4,16,5,26,92.06,$194K,94.137
3,Oregon,Football,2024,1,18,8,27,91.65,$44K,93.457
4,Ohio State,Football,2024,2,14,6,23,91.88,$258K,93.453
5,Miami,Football,2024,3,11,13,27,90.43,$86K,92.827
6,Texas,Football,2024,1,16,5,22,91.59,$256K,92.708
7,LSU,Football,2024,2,17,9,29,90.39,$98K,92.499
8,Auburn,Football,2024,1,11,9,21,91.22,$211K,92.124
9,Oklahoma,Football,2024,1,15,11,27,90.6,$157K,92.032
10,Florida,Football,2024,2,13,6,21,91.16,$177K,92.008
11,Notre Dame,Football,2024,0,13,10,23,91.08,$245K,91.95
12,Florida State,Football,2024,0,14,9,23,90.16,$63K,91.695
13,Tennessee,Football,2024,2,10,9,21,90.79,$159K,91.521
14,Clemson,Football,2024,2,10,9,21,90.18,$110K,91.477
15,Penn State,Football,2024,0,13,13,26,90.25,$45K,91.389
16,Michigan,Football,2024,0,13,12,26,89.65,$101K,91.282
17,Texas A&M,Football,2024,1,12,4,17,91.11,$66K,91.068
18,USC,Football,2024,0,12,10,22,89.82,$71K,90.6
19,South Carolina,Football,2024,1,9,6,16,90.29,$245K,90.122
20,Ole Miss,Football,2024,0,10,12,23,88.89,$104K,89.983
21,Missouri,Football,2024,1,7,13,21,89.27,$109K,89.904
22,Wisconsin,Football,2024,0,8,14,22,89.13,$44K,89.759
23,Texas Tech,Football,2024,1,5,15,21,89.15,$90K,89.704
24,Nebraska,Football,2024,1,5,22,29,87.77,$72K,89.612
25,Kentucky,Football,2024,0,7,17,26,87.53,$75K,89.185
26,Mississippi State,Football,2024,0,5,19,26,87.18,$89K,88.798
27,North Carolina,Football,2024,0,3,24,27,87.49,$29K,88.637
28,NC State,Football,2024,0,3,21,24,87.43,$131K,88.407
29,Iowa,Football,2024,0,5,16,21,87.76,$19.2K,88.357
30,Purdue,Football,2024,0,3,24,27,87.02,$16.7K,88.322
31,Virginia Tech,Football,2024,0,2,14,16,87.93,$70K,87.762
32,Arkansas,Football,2024,0,3,14,19,87.34,$21K,87.744
33,Georgia Tech,Football,2024,0,3,20,23,86.93,$17.4K,87.552
34,Minnesota,Football,2024,0,3,16,20,87,$84K,87.548
35,TCU,Football,2024,0,3,18,21,86.64,$11.9K,87.515
36,Stanford,Football,2024,0,2,23,25,86.56,$13.6K,87.504
37,Syracuse,Football,2024,0,3,19,24,85.93,$14.7K,87.47
38,UCF,Football,2024,0,2,16,21,86.29,$18.3K,87.344
39,Vanderbilt,Football,2024,0,2,19,21,86.81,$14.7K,87.265
40,Rutgers,Football,2024,0,3,22,25,86.49,$81K,87.26
41,Kansas,Football,2024,0,3,14,17,87.26,$31K,87.22
42,Kansas State,Football,2024,0,1,15,16,87.37,$12.7K,87.202
43,Michigan State,Football,2024,0,2,18,20,86.58,$36K,86.893
44,Maryland,Football,2024,0,1,23,24,86.21,$33K,86.879
45,Pittsburgh,Football,2024,0,1,21,22,86.38,$12K,86.838
46,Utah,Football,2024,0,2,13,15,87.1,$18.7K,86.709
47,BYU,Football,2024,0,2,23,25,85.63,$14K,86.629
48,Washington,Football,2024,0,2,13,15,87.02,$21K,86.628
49,West Virginia,Football,2024,0,0,23,23,85.91,$15K,86.363
50,Oklahoma State,Football,2024,0,0,18,19,85.98,$15K,86.315
51,Wake Forest,Football,2024,0,1,20,21,85.86,$11.5K,86.303
52,Illinois,Football,2024,0,0,18,20,85.66,$15.9K,86.29
53,Cincinnati,Football,2024,0,0,21,21,85.84,$13.5K,86.25
54,Arizona State,Football,2024,0,1,19,21,85.53,$15.5K,86.226
55,California,Football,2024,0,0,19,19,85.79,$14.3K,86.16
56,Louisville,Football,2024,0,1,14,16,86.08,$75K,85.903
57,Iowa State,Football,2024,0,0,22,22,85.47,$26K,85.868
58,Duke,Football,2024,0,0,16,16,85.92,$9.9K,85.747
59,USF,Football,2024,0,1,25,28,84.38,$12.1K,85.686
60,Indiana,Football,2024,0,1,16,17,85.5,$119K,85.453
61,Houston,Football,2024,0,0,16,18,85.44,$18.6K,85.443
62,Baylor,Football,2024,0,1,14,17,85.47,$15.3K,85.43
63,Tulsa,Football,2024,0,0,24,29,83.97,$11.8K,85.412
64,Boise State,Football,2024,0,1,21,23,84.45,$12.4K,85.283
65,Colorado,Football,2024,1,3,5,13,86.39,$187K,85.26
66,Washington State,Football,2024,0,0,24,25,84.35,$36K,85.198
67,Tulane,Football,2024,0,0,18,18,85.04,$10.6K,85.037
68,UCLA,Football,2024,0,2,8,10,87.84,$24K,84.781
69,Oregon State,Football,2024,0,1,16,18,84.77,$16K,84.768
70,Toledo,Football,2024,0,0,22,26,83.48,$11.4K,84.686
71,Memphis,Football,2024,0,1,21,23,83.88,$12K,84.683
72,Southern Miss,Football,2024,0,0,21,22,83.99,$12.6K,84.503
73,Northwestern,Football,2024,0,0,17,17,84.47,$34K,84.431
74,San Diego State,Football,2024,0,0,18,18,84.27,$28K,84.273
75,Troy,Football,2024,0,0,21,37,82.14,$11.3K,84.099
76,Virginia,Football,2024,0,0,13,14,84.75,$13K,84.043
77,East Carolina,Football,2024,0,0,22,22,83.61,$13.2K,84.025
78,Colorado State,Football,2024,0,0,20,22,83.37,$11.6K,83.994
79,UTSA,Football,2024,0,1,11,16,84.02,$8K,83.845
80,Coastal Carolina,Football,2024,0,0,18,24,82.85,$11.8K,83.828
81,Arizona,Football,2024,0,0,12,15,84.21,$13.3K,83.823
82,South Alabama,Football,2024,0,0,20,21,83.27,$33K,83.751
83,North Texas,Football,2024,0,0,28,34,82.25,$31K,83.726
84,Western Michigan,Football,2024,0,0,23,27,82.55,$11.8K,83.662
85,Charlotte,Football,2024,0,0,19,22,83.01,$11.6K,83.66
86,Temple,Football,2024,0,0,21,27,82.43,$10.8K,83.639
87,Fresno State,Football,2024,0,0,17,19,83.43,$8.3K,83.624
88,Boston College,Football,2024,0,0,13,13,84.74,$10.5K,83.615
89,Arkansas State,Football,2024,0,0,27,33,82.39,$11.6K,83.593
90,Florida Atlantic,Football,2024,0,0,19,20,83.16,$10.6K,83.474
91,Louisiana Tech,Football,2024,0,0,20,20,83.13,$12.2K,83.41
92,Texas State,Football,2024,0,0,16,18,83.24,$11.4K,83.244
93,UTEP,Football,2024,0,0,23,27,82.05,$10.9K,83.166
94,SMU,Football,2024,0,1,9,11,85.45,$14.7K,83.159
95,Georgia Southern,Football,2024,0,0,22,25,82.45,$11.1K,83.148
96,UNLV,Football,2024,0,0,22,24,82.4,$10.1K,83.145
97,Liberty,Football,2024,0,0,18,21,82.69,$10.9K,83.141
98,Miami (OH),Football,2024,0,0,23,24,82.47,$11K,83.129
99,Wyoming,Football,2024,0,0,26,32,81.7,$9.8K,82.974
100,Eastern Michigan,Football,2024,0,0,19,25,82.08,$10K,82.873
101,Ohio,Football,2024,0,0,19,24,82.14,$10.3K,82.824
102,UAB,Football,2024,0,0,13,17,82.83,$10.9K,82.786
103,San Jose State,Football,2024,0,0,16,20,82.47,$8.5K,82.75
104,Marshall,Football,2024,0,0,14,16,82.79,$12.3K,82.616
105,Utah State,Football,2024,0,0,13,18,82.57,$9.4K,82.569
106,Nevada,Football,2024,0,0,14,21,82.16,$10.9K,82.523
107,Louisiana-Monroe,Football,2024,0,0,12,29,81.49,$149K,82.397
108,Appalachian State,Football,2024,0,0,18,19,82.24,$12.3K,82.366
109,Middle Tennessee State,Football,2024,0,0,19,23,81.88,$11.1K,82.363
110,FIU,Football,2024,0,0,17,17,82.37,$9.9K,82.325
111,Western Kentucky,Football,2024,0,0,16,18,82.3,$10.8K,82.302
112,Northern Illinois,Football,2024,0,0,20,28,81.46,$9.4K,82.236
113,Louisiana,Football,2024,0,0,9,16,82.33,$12.2K,82.155
114,Rice,Football,2024,0,0,12,14,82.68,$10.6K,81.972
115,Central Michigan,Football,2024,0,0,15,20,81.75,$14.4K,81.946
116,Kent State,Football,2024,0,0,16,22,81.56,$8.6K,81.916
117,Buffalo,Football,2024,0,0,13,23,81.48,$11.7K,81.885
118,Hawaii,Football,2024,0,0,15,19,81.78,$10.7K,81.877
119,Akron,Football,2024,0,0,12,20,81.61,$10.4K,81.794
120,Sam Houston State,Football,2024,0,0,13,17,81.75,$10.2K,81.703
121,Bowling Green,Football,2024,0,0,15,22,81.37,$10.7K,81.676
122,Kennesaw State,Football,2024,0,0,12,20,81.5,$8.5K,81.669
123,James Madison,Football,2024,0,0,12,15,82.01,$12.1K,81.617
124,Jacksonville State,Football,2024,0,0,13,20,81.43,$10K,81.591
125,Georgia State,Football,2024,0,0,13,17,81.55,$10.6K,81.511
126,New Mexico State,Football,2024,0,0,12,17,81.51,$9.2K,81.47
127,Connecticut,Football,2024,0,0,12,12,82.95,$14.4K,81.296
128,Ball State,Football,2024,0,0,14,22,80.87,$8.9K,81.089
129,Massachusetts,Football,2024,0,0,11,12,82.56,$9.4K,80.91
130,Army,Football,2024,0,0,12,56,80.14,$10.4K,80.451
131,Old Dominion,Football,2024,0,0,10,13,81.55,$11.5K,80.428
132,Navy,Football,2024,0,0,7,27,80.22,$11.5K,80.346
133,Air Force,Football,2024,0,0,5,53,80.1,$10.8K,80.321
134,Delaware,Football,2024,0,0,4,13,80.83,$11.2K,79.708
135,North Dakota State,Football,2024,0,0,2,14,80.31,$9.5K,79.604
136,Idaho,Football,2024,0,0,1,13,80.3,$9.7K,79.17
137,Eastern Kentucky,Football,2024,0,0,4,11,80.93,$10.4K,78.641
138,Eastern Washington,Football,2024,0,0,1,11,80.32,$9.6K,78.026
139,Jackson State,Football,2024,0,0,3,9,81.64,$12.9K,77.69
140,South Dakota State,Football,2024,0,0,2,9,80.98,$8K,77.025
141,Montana,Football,2024,0,0,0,10,80,$10.8K,76.944
142,New Mexico,Football,2024,0,0,3,9,80.83,$7.2K,76.878
143,Holy Cross,Football,2024,0,0,2,9,80.82,$11.3K,76.867
144,Northern Iowa,Football,2024,0,0,1,9,80.55,$10.3K,76.595
145,Weber State,Football,2024,0,0,1,8,80.44,$10.3K,75.438
146,Tennessee State,Football,2024,0,0,1,8,80.4,$8.2K,75.396
147,Campbell,Football,2024,0,0,3,7,81.48,$10.6K,75.274
148,Houston Christian,Football,2024,0,0,3,7,81.25,$15.9K,75.04
149,Furman,Football,2024,0,0,0,8,80,$9.6K,75
150,Monmouth,Football,2024,0,0,2,7,81.05,$11.2K,74.835
151,Stephen F. Austin,Football,2024,0,0,1,7,80.86,$9.8K,74.647
152,Cal Poly,Football,2024,0,0,3,6,82.08,$11K,74.471
153,Montana State,Football,2024,0,0,1,7,80.54,$13.7K,74.325
154,Harvard,Football,2024,0,0,0,7,80,$14.3K,73.79
155,North Dakota,Football,2024,0,0,0,7,80,$8.4K,73.79
156,Lamar,Football,2024,0,0,1,6,80.79,$12.4K,73.184
157,Lindenwood University,Football,2024,0,0,2,6,80.64,$10.6K,73.034
158,Austin Peay,Football,2024,0,0,1,6,80.18,$10.8K,72.577
159,UC Davis,Football,2024,0,0,1,6,80.18,$10.8K,72.569
160,Yale,Football,2024,0,0,0,6,80,$11.2K,72.392
161,Northwest Missouri State,Football,2024,0,0,0,6,80,$8.3K,72.392
162,Grambling State,Football,2024,0,0,2,5,81.04,$7.6K,71.815
163,Bethune-Cookman,Football,2024,0,0,1,5,80.63,$9.8K,71.407
164,Villanova,Football,2024,0,0,1,5,80.35,$11.7K,71.127
165,Northern Arizona,Football,2024,0,0,1,5,80.25,$5K,71.023
166,West Georgia,Football,2024,0,0,1,5,80.16,$10.7K,70.941
167,Portland State,Football,2024,0,0,0,5,80,$9.2K,70.777
168,Southeast Missouri State,Football,2024,0,0,0,5,80,$9.3K,70.777
169,UTRGV,Football,2024,0,0,0,5,80,$12.1K,70.777
170,Columbia,Football,2024,0,0,0,5,80,$11.2K,70.777
171,Colgate,Football,2024,0,0,0,5,80,$6K,70.777
172,Sacramento State,Football,2024,0,0,2,4,81.41,$8.3K,70.314
173,South Dakota,Football,2024,0,0,1,4,81.4,$8.7K,70.299
174,Chattanooga,Football,2024,0,0,1,4,80.96,$147K,69.862
175,Princeton,Football,2024,0,0,1,4,80.7,$11K,69.599
176,Mercer,Football,2024,0,0,2,4,80.51,$12.8K,69.411
177,Alabama State,Football,2024,0,0,0,4,80,$9.1K,68.899
178,Wofford,Football,2024,0,0,0,4,80,$13.5K,68.899
179,Illinois State,Football,2024,0,0,0,4,80,-,68.899
180,Richmond,Football,2024,0,0,0,4,80,$11.6K,68.899
181,Howard,Football,2024,0,0,0,4,80,$10K,68.899
182,North Alabama,Football,2024,0,0,0,4,80,$12.6K,68.899
183,Southeastern Louisiana,Football,2024,0,0,0,4,80,$10.1K,68.899
184,Central Arkansas,Football,2024,0,0,1,3,81.47,$11.6K,68.152
185,Lehigh,Football,2024,0,0,1,3,81.43,-,68.119
186,Mississippi Valley State,Football,2024,0,0,1,3,81.17,$15.8K,67.852
187,Southern Illinois,Football,2024,0,0,1,3,80.82,$7.8K,67.502
188,Alabama A&M,Football,2024,0,0,0,3,80,$18.3K,66.686
189,Alcorn State,Football,2024,0,0,0,3,80,$15.4K,66.686
190,Western Carolina,Football,2024,0,0,0,3,80,$7.6K,66.686
191,Western Illinois,Football,2024,0,0,0,3,80,-,66.686
192,William & Mary,Football,2024,0,0,0,3,80,$12.3K,66.686
193,Pennsylvania,Football,2024,0,0,0,3,80,$10.4K,66.686
194,Livingstone College,Football,2024,0,0,0,3,80,-,66.686
195,Elon,Football,2024,0,0,0,3,80,$8.6K,66.686
196,East Tennessee State,Football,2024,0,0,0,3,80,$6.8K,66.686
197,Dartmouth,Football,2024,0,0,0,3,80,$11.1K,66.686
198,St. Thomas,Football,2024,0,0,0,3,80,$10.4K,66.686
199,Missouri State University,Football,2024,0,0,0,3,80,$10.2K,66.686
200,UT Martin,Football,2024,0,0,0,3,80,$9.7K,66.686
201,The Citadel,Football,2024,0,0,0,3,80,$11.2K,66.686
-,New Hampshire,Football,2024,0,0,2,2,83.69,$14.2K,67.695
-,Maine,Football,2024,0,0,1,2,82.2,$9.5K,66.2
-,Florida A&M,Football,2024,0,0,1,2,81.25,$11.4K,65.245
-,Saint Francis (PA),Football,2024,0,0,1,2,80.73,-,64.73
-,South Carolina State,Football,2024,0,0,0,2,80,$9.6K,64
-,Indianapolis,Football,2024,0,0,0,2,80,$14.6K,64
-,Bryant University,Football,2024,0,0,0,2,80,$11.5K,64
-,West Florida,Football,2024,0,0,0,2,80,$10.1K,64
-,Bethel University,Football,2024,0,0,0,2,80,$5.3K,64
-,Ferris State,Football,2024,0,0,0,2,80,-,64
-,Fordham,Football,2024,0,0,0,2,80,-,64
-,Findlay,Football,2024,0,0,0,2,80,-,64
-,Gardner-Webb,Football,2024,0,0,0,2,80,$11.1K,64
-,Minnesota Duluth,Football,2024,0,0,0,2,80,-,64
-,Tarleton State,Football,2024,0,0,0,2,80,-,64
-,Southern University,Football,2024,0,0,0,2,80,-,64
-,Cornell,Football,2024,0,0,0,2,80,$11K,64
-,North Carolina A&T,Football,2024,0,0,0,2,80,$12K,64
-,Rhode Island,Football,2024,0,0,0,2,80,$11.1K,64
-,Idaho State,Football,2024,0,0,0,2,80,$13.1K,64
-,Robert Morris,Football,2024,0,0,0,2,80,$8.9K,64
-,Youngstown State,Football,2024,0,0,0,2,80,$9.7K,64
-,McNeese State,Football,2024,0,0,1,1,85.3,-,65.81
-,Murray State,Football,2024,0,0,1,1,84.2,$10.6K,64.71
-,Utah Tech,Football,2024,0,0,1,1,82.86,$6.5K,63.369
-,Long Island,Football,2024,0,0,0,1,80,$11.1K,60.51
-,Montana Tech,Football,2024,0,0,0,1,80,-,60.51
-,Norfolk State,Football,2024,0,0,0,1,80,$21K,60.51
-,Morgan State,Football,2024,0,0,0,1,80,-,60.51
-,Shippensburg University,Football,2024,0,0,0,1,80,-,60.51
-,Sacred Heart,Football,2024,0,0,0,1,80,-,60.51
-,Southern Utah,Football,2024,0,0,0,1,80,$14.1K,60.51
-,Marian,Football,2024,0,0,0,1,80,-,60.51
-,Samford,Football,2024,0,0,0,1,80,-,60.51
-,Eastern Illinois,Football,2024,0,0,0,1,80,$10.5K,60.51
-,Davidson,Football,2024,0,0,0,1,80,-,60.51
-,Emporia State,Football,2024,0,0,0,1,80,-,60.51
-,Albany,Football,2024,0,0,0,1,80,-,60.51
-,North Central College,Football,2024,0,0,0,1,80,-,60.51
-,Northwestern State,Football,2024,0,0,0,1,80,-,60.51
-,Hillsdale College,Football,2024,0,0,0,1,80,-,60.51
-,Roanoke,Football,2024,0,0,0,1,80,-,60.51
-,Hampton,Football,2024,0,0,0,1,80,$12.3K,60.51
-,IUP,Football,2024,0,0,0,1,80,-,60.51
-,Western Colorado,Football,2024,0,0,0,1,80,-,60.51
-,Western Oregon,Football,2024,0,0,0,1,80,-,60.51
-,Arkansas Tech,Football,2024,0,0,0,1,80,-,60.51
-,Angelo State,Football,2024,0,0,0,1,80,-,60.51
-,Allen University,Football,2024,0,0,0,1,80,-,60.51
-,Grand Valley State,Football,2024,0,0,0,1,80,-,60.51
-,Bucknell,Football,2024,0,0,0,1,80,$6.4K,60.51
-,Wagner,Football,2024,0,0,0,1,80,$6.4K,60.51
-,West Liberty,Football,2024,0,0,0,1,80,-,60.51
-,Valparaiso,Football,2024,0,0,0,1,80,-,60.51
-,Charleston Southern,Football,2024,0,0,0,1,80,$11.1K,60.51
-,Texas Southern,Football,2024,0,0,0,1,80,-,60.51
-,Texas A&M-Kingsville,Football,2024,0,0,0,1,80,-,60.51
-,Texas-Permian Basin,Football,2024,0,0,0,1,80,-,60.51
-,Towson,Football,2024,0,0,0,1,80,-,60.51
-,Wayne State College,Football,2024,0,0,0,1,80,$13.3K,60.51
1,Alabama,Football,2023,7,19,2,28,94.12,$201K,95.998
2,Georgia,Football,2023,4,18,4,26,93.17,$149K,94.915
3,Texas,Football,2023,4,12,9,25,92.26,$357K,93.729
4,Ohio State,Football,2023,0,19,1,20,92.96,$151K,93.211
5,LSU,Football,2023,1,16,8,26,91.2,$83K,92.775
6,Oklahoma,Football,2023,3,12,11,26,90.94,$188K,92.419
7,Oregon,Football,2023,1,17,11,30,90.21,$136K,92.308
8,Miami,Football,2023,2,12,10,25,90.44,$66K,92.288
9,USC,Football,2023,3,9,10,22,91.22,$144K,92.073
10,Notre Dame,Football,2023,0,18,5,23,91.44,$123K,92.057
11,Clemson,Football,2023,1,16,9,26,90.34,$31K,91.72
12,Tennessee,Football,2023,1,11,14,26,90.11,$92K,91.631
13,Florida,Football,2023,0,16,4,20,91.34,$77K,91.584
14,Penn State,Football,2023,0,14,8,23,90.18,$31K,91.311
15,Texas A&M,Football,2023,1,11,7,19,90.83,$128K,90.831
16,South Carolina,Football,2023,1,11,12,24,89.31,$150K,90.387
17,Auburn,Football,2023,0,8,13,22,88.99,$55K,89.962
18,Michigan,Football,2023,0,9,16,26,88.22,$63K,89.794
19,TCU,Football,2023,0,6,17,23,88.6,$36K,89.368
20,Ole Miss,Football,2023,1,6,9,16,89.67,$59K,89.299
21,Utah,Football,2023,0,8,12,20,88.69,$40K,88.958
22,Florida State,Football,2023,0,9,9,19,88.96,$36K,88.956
23,Michigan State,Football,2023,0,8,9,17,88.96,$279K,88.8
24,Mississippi State,Football,2023,0,4,23,27,87.49,$125K,88.716
25,Arkansas,Football,2023,0,6,14,22,87.58,$51K,88.63
26,Louisville,Football,2023,0,7,10,17,88.78,$129K,88.62
27,Washington,Football,2023,0,8,13,21,87.94,$49K,88.334
28,Texas Tech,Football,2023,0,4,22,26,87.21,$13.9K,88.195
29,Nebraska,Football,2023,0,4,24,28,86.7,$68K,87.909
30,North Carolina,Football,2023,0,5,15,20,87.61,$29K,87.795
31,UCLA,Football,2023,1,2,12,15,88.37,$244K,87.698
32,Kentucky,Football,2023,0,5,14,19,87.69,$82K,87.694
33,Baylor,Football,2023,0,2,19,21,87.21,$10.4K,87.656
34,NC State,Football,2023,0,2,16,18,87.68,$12.1K,87.635
35,Colorado,Football,2023,1,3,16,21,86.84,$62K,87.448
36,Missouri,Football,2023,0,4,15,19,87.11,$14.4K,87.109
37,Kansas State,Football,2023,0,1,25,27,85.72,$82K,86.942
38,UCF,Football,2023,0,3,12,15,87.51,$15.9K,86.842
39,Iowa,Football,2023,0,1,21,22,86.33,$154K,86.761
